data_size,Accuracy_Score,ntree,Info_Ratio,run_time,train_date_st,test_date_st
500,2.176,150,-0.625273828942831,0 days 00:01:08.601834000,2002-10-18 04:00:00,2015-04-03 05:00:00
500,2.216,150,-0.8887038792548242,0 days 00:01:08.023071000,2002-10-18 04:00:00,2015-05-04 01:00:00
500,1.816,150,0.9430879947921947,0 days 00:01:09.175804000,2002-10-18 04:00:00,2015-06-01 21:00:00
500,1.512,150,1.137184991235261,0 days 00:01:10.095913000,2002-10-18 04:00:00,2015-06-30 17:00:00
500,2.024,150,-0.20447036964511456,0 days 00:01:11.326646000,2002-10-18 04:00:00,2015-07-29 13:00:00
500,2.208,150,-0.1054512804095724,0 days 00:01:10.558821000,2002-10-18 04:00:00,2015-08-27 09:00:00
500,1.784,150,0.3410846463335834,0 days 00:01:11.414740000,2002-10-18 04:00:00,2015-09-25 05:00:00
500,2.064,150,-0.43262497886299467,0 days 00:01:10.660528000,2002-10-18 04:00:00,2015-10-26 01:00:00
500,1.952,150,-0.6754094963556205,0 days 00:01:11.950010000,2002-10-18 04:00:00,2015-11-23 21:00:00
500,2.416,150,-0.7450726455483123,0 days 00:01:13.122432000,2002-10-18 04:00:00,2015-12-22 17:00:00
500,2.128,150,-0.3276192118451424,0 days 00:01:11.220037000,2002-10-18 04:00:00,2016-01-20 13:00:00
500,2.232,150,-0.13325723559260713,0 days 00:01:12.125178000,2002-10-18 04:00:00,2016-02-18 09:00:00
500,1.944,150,-0.09829300522712664,0 days 00:01:13.186165000,2002-10-18 04:00:00,2016-03-18 05:00:00
500,1.888,150,0.22429066139690448,0 days 00:01:13.783877000,2002-10-18 04:00:00,2016-04-18 01:00:00
500,2.16,150,0.2029658159870688,0 days 00:01:15.788686000,2002-10-18 04:00:00,2016-05-16 21:00:00
500,1.888,150,0.7573617328017841,0 days 00:01:20.513469000,2002-10-18 04:00:00,2016-06-14 17:00:00
500,1.754,150,0.8262318910290832,0 days 00:01:17.243017000,2002-10-18 04:00:00,2016-07-13 13:00:00
500,1.984,150,0.22009412818144483,0 days 00:01:16.083976000,2002-10-18 04:00:00,2016-08-11 09:00:00
500,1.972,150,-0.10431594646356254,0 days 00:01:17.022171000,2002-10-18 04:00:00,2016-09-09 05:00:00
500,1.968,150,-0.3173904992797072,0 days 00:01:17.877790000,2002-10-18 04:00:00,2016-10-10 01:00:00
500,1.648,150,1.2961363699646056,0 days 00:01:17.377199000,2002-10-18 04:00:00,2016-11-07 21:00:00
500,2.144,150,0.2670041828475507,0 days 00:01:18.434899000,2002-10-18 04:00:00,2016-12-06 17:00:00
500,1.688,150,0.9096941463322967,0 days 00:01:18.104772000,2002-10-18 04:00:00,2017-01-04 13:00:00
500,2.104,150,-0.07047925253903767,0 days 00:01:19.400304000,2002-10-18 04:00:00,2017-02-02 09:00:00
500,1.896,150,-0.47607046009053955,0 days 00:01:20.212642000,2002-10-18 04:00:00,2017-03-03 05:00:00
500,2.114,150,-0.3942486866380276,0 days 00:01:22.120980000,2002-10-18 04:00:00,2017-04-03 01:00:00
500,2.088,150,-0.16208378155071612,0 days 00:01:22.920668000,2002-10-18 04:00:00,2017-05-01 21:00:00
500,2.36,150,-0.13773882313179167,0 days 00:01:23.418282000,2002-10-18 04:00:00,2017-05-30 17:00:00
500,1.704,150,1.3648353699430813,0 days 00:01:24.121516000,2002-10-18 04:00:00,2017-06-28 13:00:00
500,2.056,150,-0.46271818252625196,0 days 00:01:22.767836000,2002-10-18 04:00:00,2017-07-27 09:00:00
500,1.808,150,0.6139927841457311,0 days 00:01:22.825519000,2002-10-18 04:00:00,2017-08-25 05:00:00
500,2.272,150,-0.27946821295456753,0 days 00:01:24.310704000,2002-10-18 04:00:00,2017-09-25 01:00:00
500,1.88,150,0.5890928936907197,0 days 00:01:24.865652000,2002-10-18 04:00:00,2017-10-23 21:00:00
500,1.912,150,0.02336870473700546,0 days 00:01:25.275906000,2002-10-18 04:00:00,2017-11-21 17:00:00
500,2.044,150,0.2584952656657183,0 days 00:01:24.951874000,2002-10-18 04:00:00,2017-12-01 04:00:00
